ds_input_count,ds_scale_label,ds_scale_mb,ds_scale_records,ds_type,env_cpu_count,env_cpu_util,env_gpu_mem_util,env_gpu_util,env_mem_util,op_alphanumeric_filter_batch_size,op_alphanumeric_filter_max_ratio,op_alphanumeric_filter_min_ratio,op_alphanumeric_filter_num_proc,op_alphanumeric_filter_tokenization,op_audio_duration_filter_any_or_all,op_audio_duration_filter_max_duration,op_audio_duration_filter_min_duration,op_audio_ffmpeg_wrapped_mapper_filter_kwargs,op_audio_ffmpeg_wrapped_mapper_filter_name,op_audio_nmf_snr_filter_any_or_all,op_audio_nmf_snr_filter_min_snr,op_audio_nmf_snr_filter_snr_max,op_audio_size_filter_any_or_all,op_audio_size_filter_max_size,op_audio_size_filter_min_size,op_average_line_length_filter_batch_size,op_average_line_length_filter_max_len,op_average_line_length_filter_min_len,op_character_repetition_filter_batch_size,op_character_repetition_filter_max_ratio,op_character_repetition_filter_min_ratio,op_character_repetition_filter_rep_len,op_document_simhash_deduplicator_ignore_pattern,op_document_simhash_deduplicator_lowercase,op_document_simhash_deduplicator_tokenization,op_fix_unicode_mapper_normalization,op_flagged_words_filter_lang,op_flagged_words_filter_max_ratio,op_flagged_words_filter_tokenization,op_flagged_words_filter_use_words_aug,op_image_aesthetics_filter_hf_scorer_model,op_image_aesthetics_filter_max_score,op_image_aesthetics_filter_min_score,op_image_aspect_ratio_filter_max_ratio,op_image_aspect_ratio_filter_min_ratio,op_image_face_ratio_filter_max_ratio,op_image_face_ratio_filter_min_ratio,op_image_nsfw_filter_hf_nsfw_model,op_image_shape_filter_max_height,op_image_shape_filter_max_width,op_image_shape_filter_min_height,op_image_shape_filter_min_width,op_image_size_filter_max_size,op_image_size_filter_min_size,op_image_tagging_mapper_local_files_only,op_image_tagging_mapper_pretrained_model_name_or_path,op_image_tagging_mapper_text_encoder_type,op_image_watermark_filter_hf_watermark_model,op_language_id_score_filter_lang,op_language_id_score_filter_min_score,op_maximum_line_length_filter_batch_size,op_maximum_line_length_filter_max_len,op_maximum_line_length_filter_min_len,op_perplexity_filter_batch_size,op_perplexity_filter_lang,op_perplexity_filter_max_ppl,op_process_number,op_process_time,op_remove_long_words_mapper_max_len,op_remove_long_words_mapper_min_len,op_remove_repeat_sentences_mapper_lowercase,op_remove_words_with_incorrect_substrings_mapper_lang,op_remove_words_with_incorrect_substrings_mapper_substrings,op_remove_words_with_incorrect_substrings_mapper_tokenization,op_replace_content_mapper_pattern,op_replace_content_mapper_repl,op_sentence_split_mapper_lang,op_special_characters_filter_batch_size,op_special_characters_filter_max_ratio,op_special_characters_filter_min_ratio,op_stopwords_filter_lang,op_stopwords_filter_min_ratio,op_stopwords_filter_tokenization,op_stopwords_filter_use_words_aug,op_text_action_filter_lang,op_text_chunk_mapper_max_len,op_text_chunk_mapper_split_pattern,op_text_entity_dependency_filter_any_or_all,op_text_entity_dependency_filter_lang,op_text_length_filter_max_len,op_text_length_filter_min_len,op_token_num_filter_hf_tokenizer,op_token_num_filter_max_num,op_token_num_filter_min_num,op_type_alphanumeric_filter,op_type_audio_add_gaussian_noise_mapper,op_type_audio_duration_filter,op_type_audio_ffmpeg_wrapped_mapper,op_type_audio_nmf_snr_filter,op_type_audio_size_filter,op_type_average_line_length_filter,op_type_character_repetition_filter,op_type_clean_copyright_mapper,op_type_clean_email_mapper,op_type_clean_ip_mapper,op_type_clean_links_mapper,op_type_document_simhash_deduplicator,op_type_fix_unicode_mapper,op_type_flagged_words_filter,op_type_image_aesthetics_filter,op_type_image_aspect_ratio_filter,op_type_image_blur_mapper,op_type_image_deduplicator,op_type_image_detection_yolo_mapper,op_type_image_face_blur_mapper,op_type_image_face_count_filter,op_type_image_face_ratio_filter,op_type_image_nsfw_filter,op_type_image_remove_background_mapper,op_type_image_segment_mapper,op_type_image_shape_filter,op_type_image_size_filter,op_type_image_tagging_mapper,op_type_image_watermark_filter,op_type_language_id_score_filter,op_type_maximum_line_length_filter,op_type_perplexity_filter,op_type_punctuation_normalization_mapper,op_type_remove_long_words_mapper,op_type_remove_repeat_sentences_mapper,op_type_remove_specific_chars_mapper,op_type_remove_table_text_mapper,op_type_remove_words_with_incorrect_substrings_mapper,op_type_replace_content_mapper,op_type_sentence_split_mapper,op_type_special_characters_filter,op_type_stopwords_filter,op_type_text_action_filter,op_type_text_chunk_mapper,op_type_text_entity_dependency_filter,op_type_text_length_filter,op_type_token_num_filter,op_type_whitespace_normalization_mapper,op_type_word_repetition_filter,op_type_words_num_filter,op_word_repetition_filter_batch_size,op_word_repetition_filter_lang,op_word_repetition_filter_max_ratio,op_word_repetition_filter_min_ratio,op_word_repetition_filter_rep_len,op_word_repetition_filter_tokenization,op_words_num_filter_batch_size,op_words_num_filter_lang,op_words_num_filter_max_num,op_words_num_filter_min_num,op_words_num_filter_tokenization,operator_index,operator_name,pipeline_base_name,pipeline_name,pipeline_scale_token
6601.0,6G,6144.0,,audio,64,0.99,0.9053927553927554,0.0,0.051815381483604456,,,,,,all,10.030382100953124,9.600518444197535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_duration_filter,audio_pipeline_1781071552361,audio_pipeline_1781071552361_6G,6G
6228.0,6G,6144.0,,audio,64,0.988,0.9053927553927554,0.01,0.05080537043309783,,,,,,,,,{'sample_rate': 48000},aresample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,69.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,audio_ffmpeg_wrapped_mapper,audio_pipeline_1781071552361,audio_pipeline_1781071552361_6G,6G
21300.0,8G,8192.0,,audio,64,0.163,0.9053927553927554,0.0,0.05155234321178829,,,,,,,,,,,any,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4430.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_nmf_snr_filter,audio_pipeline_1781071552361,audio_pipeline_1781071552361_8G,8G
12964.0,8G,8192.0,,audio,64,0.991,0.9053927553927554,0.0,0.051172844851904334,,,,,,,,,,,,,,all,536kb,243kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552361,audio_pipeline_1781071552361_8G,8G
8802.0,8G,8192.0,,audio,64,0.99,0.9053927553927554,0.0,0.05191049875268761,,,,,,all,10.030382100953124,9.600518444197535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_duration_filter,audio_pipeline_1781071552361,audio_pipeline_1781071552361_8G,8G
8307.0,8G,8192.0,,audio,64,0.988,0.9053927553927554,0.0,0.05199409685324661,,,,,,,,,{'sample_rate': 48000},aresample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,91.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,audio_ffmpeg_wrapped_mapper,audio_pipeline_1781071552361,audio_pipeline_1781071552361_8G,8G
4003.0,1.5G,1536.0,,audio,64,0.14,0.9053927553927554,0.0,0.04936746757201982,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_1.5G,1.5G
3494.0,1.5G,1536.0,,audio,64,0.301,0.9053927553927554,0.0,0.051889324191220734,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_1.5G,1.5G
2301.0,1.5G,1536.0,,audio,64,0.275,0.9053927553927554,0.0,0.04977439190730005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_1.5G,1.5G
332.0,128MB,128.0,,audio,64,0.147,0.9053927553927554,0.0,0.05144697517700724,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_128MB,128MB
284.0,128MB,128.0,,audio,64,0.235,0.9053927553927554,0.0,0.05401793710562461,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_128MB,128MB
181.0,128MB,128.0,,audio,64,0.21,0.9053927553927554,0.0,0.049974812496734355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_128MB,128MB
2653.0,1G,1024.0,,audio,64,0.154,0.9053927553927554,0.0,0.051661076396924716,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_1G,1G
2328.0,1G,1024.0,,audio,64,0.29100000000000004,0.9053927553927554,0.0,0.051714944688382614,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_1G,1G
1523.0,1G,1024.0,,audio,64,0.261,0.9053927553927554,0.0,0.05136767411459432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_1G,1G
670.0,256MB,256.0,,audio,64,0.14800000000000002,0.9053927553927554,0.0,0.05004678788568134,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_256MB,256MB
590.0,256MB,256.0,,audio,64,0.233,0.9053927553927554,0.0,0.05024634130175483,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_256MB,256MB
406.0,256MB,256.0,,audio,64,0.21,0.9053927553927554,0.0,0.05118225433001338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_256MB,256MB
5305.0,2G,2048.0,,audio,64,0.163,0.9053927553927554,0.0,0.050700610713957935,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_2G,2G
4674.0,2G,2048.0,,audio,64,0.335,0.9053927553927554,0.0,0.05185509025779783,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_2G,2G
3067.0,2G,2048.0,,audio,64,0.297,0.9053927553927554,0.0,0.05100700765381446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_2G,2G
7990.0,3G,3072.0,,audio,64,0.151,0.9053927553927554,0.0,0.05113272190535952,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_3G,3G
6987.0,3G,3072.0,,audio,64,0.37200000000000005,0.9053927553927554,0.0,0.05016513763510254,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_3G,3G
4554.0,3G,3072.0,,audio,64,0.326,0.9053927553927554,0.0,0.05002340009071151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,35.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_3G,3G
10598.0,4G,4096.0,,audio,64,0.16,0.9053927553927554,0.0,0.05050972903149251,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_4G,4G
9347.0,4G,4096.0,,audio,64,0.39399999999999996,0.9053927553927554,0.0,0.05173584744924386,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_4G,4G
6118.0,4G,4096.0,,audio,64,0.33899999999999997,0.9053927553927554,0.01,0.05271678877783447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,37.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_4G,4G
1337.0,512MB,512.0,,audio,64,0.152,0.9053927553927554,0.0,0.05027992809087863,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_512MB,512MB
1177.0,512MB,512.0,,audio,64,0.266,0.9053927553927554,0.0,0.05263412256506619,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_512MB,512MB
789.0,512MB,512.0,,audio,64,0.235,0.9053927553927554,0.0,0.050695938332118363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_512MB,512MB
16007.0,6G,6144.0,,audio,64,0.16899999999999998,0.9053927553927554,0.0,0.05209998260346695,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_6G,6G
14024.0,6G,6144.0,,audio,64,0.425,0.9053927553927554,0.0,0.050865490138485125,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_6G,6G
9202.0,6G,6144.0,,audio,64,0.36200000000000004,0.9053927553927554,0.0,0.05257514183364532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,82.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_6G,6G
21300.0,8G,8192.0,,audio,64,0.175,0.9053927553927554,0.0,0.052761959449912334,,,,,,any,10.064267516359719,9.602808858082907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_duration_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_8G,8G
18714.0,8G,8192.0,,audio,64,0.44799999999999995,0.9053927553927554,0.0,0.05150265547250264,,,,,,,,,,,,,,any,495kb,236kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_size_filter,audio_pipeline_1781071552372,audio_pipeline_1781071552372_8G,8G
12268.0,8G,8192.0,,audio,64,0.38,0.9053927553927554,0.0,0.05222339302130719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,83.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_add_gaussian_noise_mapper,audio_pipeline_1781071552372,audio_pipeline_1781071552372_8G,8G
4003.0,1.5G,1536.0,,audio,64,0.14400000000000002,0.9053927553927554,0.0,0.05054340642081819,,,,,,,,,,,,,,any,515kb,316kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_size_filter,audio_pipeline_1781071552382,audio_pipeline_1781071552382_1.5G,1.5G
2025.0,1.5G,1536.0,,audio,64,0.147,0.9053927553927554,0.0,0.05170816261612794,,,,,,any,10.156892266507027,9.838973251917103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_duration_filter,audio_pipeline_1781071552382,audio_pipeline_1781071552382_1.5G,1.5G
1921.0,1.5G,1536.0,,audio,64,0.192,0.9053927553927554,0.0,0.05004615368426821,,,,,,,,,{'sample_rate': 44100},aresample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_ffmpeg_wrapped_mapper,audio_pipeline_1781071552382,audio_pipeline_1781071552382_1.5G,1.5G
332.0,128MB,128.0,,audio,64,0.131,0.9053927553927554,0.0,0.05146615653403285,,,,,,,,,,,,,,any,515kb,316kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_size_filter,audio_pipeline_1781071552382,audio_pipeline_1781071552382_128MB,128MB
163.0,128MB,128.0,,audio,64,0.132,0.9053927553927554,0.0,0.05169269586737922,,,,,,any,10.156892266507027,9.838973251917103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_duration_filter,audio_pipeline_1781071552382,audio_pipeline_1781071552382_128MB,128MB
153.0,128MB,128.0,,audio,64,0.154,0.9053927553927554,0.0,0.050932456630557,,,,,,,,,{'sample_rate': 44100},aresample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,audio_ffmpeg_wrapped_mapper,audio_pipeline_1781071552382,audio_pipeline_1781071552382_128MB,128MB
2653.0,1G,1024.0,,audio,64,0.127,0.9053927553927554,0.0,0.05125584757970815,,,,,,,,,,,,,,any,515kb,316kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,audio_size_filter,audio_pipeline_1781071552382,audio_pipeline_1781071552382_1G,1G
1336.0,1G,1024.0,,audio,64,0.13699999999999998,0.9053927553927554,0.0,0.05138531526818805,,,,,,any,10.156892266507027,9.838973251917103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,audio_duration_filter,audio_pipeline_1781071552382,audio_pipeline_1781071552382_1G,1G
